INTPTLAT,INTPTLONG
37.294005,-89.480188
38.537126,-90.239997
42.488331,-90.624224
42.097605,-88.247973
40.942833,-90.31096
39.137819,-89.812685
41.575799,-87.650273
41.514535,-90.369358
40.232079,-89.841584
40.673377,-89.541764
38.616361,-90.130528
37.500191,-88.585059
38.921865,-88.664076
39.65789,-89.390121
38.790835,-89.988605
39.120662,-88.550859
41.871558,-88.453612
39.622695,-90.991183
37.811726,-88.441578
39.286151,-90.553975
42.039639,-88.321709
42.316155,-90.219947
37.449937,-88.303521
42.005778,-87.993034
40.013855,-89.475183
37.909404,-89.237216
40.466351,-88.27664
38.010185,-89.91261
40.627308,-90.306042
40.449546,-88.716102
41.897014,-87.943657
40.780401,-89.965577
41.922458,-87.816321
40.740499,-89.018103
38.954035,-90.355387
40.395595,-91.248792
41.407098,-88.127328
40.298197,-89.48505
40.97019,-88.357794
37.775817,-89.023143
38.101917,-88.338138
37.736911,-88.342211
41.658586,-90.081304
41.183053,-88.192367
40.714045,-89.277016
42.046391,-87.694352
38.089045,-89.932543
41.721275,-87.701334
38.089357,-88.85219
39.719069,-90.496033
40.746162,-88.51651
38.379194,-88.370846
41.561341,-88.058722
38.651233,-90.102134
40.04558,-87.829326
40.654735,-90.183165
38.595364,-90.004917
38.829766,-88.78093
40.24776,-88.641792
39.442986,-89.652236
40.69716,-90.003288
38.377813,-89.797089
40.469546,-91.168338
39.154621,-90.164239
39.108697,-90.499567
39.115369,-89.278511
39.522341,-88.754594
40.315692,-88.350228
40.114361,-87.874975
40.876893,-88.859892
38.903675,-87.673386
38.665617,-88.473844
38.376284,-90.055345
39.628692,-90.610697
41.539119,-87.685686
40.361074,-88.429092
41.510897,-87.58143
40.372157,-89.832498
42.211835,-88.052499
41.868369,-87.815663
41.809097,-87.773079
40.75085,-88.409676
42.126526,-89.578249
39.925986,-88.964224
42.42644,-88.182016
42.413499,-88.125987
42.195492,-88.214727
41.491248,-87.839503
41.52209,-87.803409
39.62126,-90.047795
41.840948,-89.300563
41.936009,-87.879203
38.440263,-89.916522
37.859966,-88.999861
42.289539,-89.635826
41.864799,-90.157073
38.164371,-90.212824
42.351645,-87.982437
37.841977,-88.616482
42.42206,-90.427804
40.950217,-90.376564
41.169154,-90.037215
42.253621,-88.712923
41.194487,-88.311487
39.796906,-88.424454
39.458157,-88.49632
